Date,Open,High,Low,Close,Adj Close,Volume
12/4/2018,5.111379,6.287437,5.111379,5.880791,5.880791,39059359
12/5/2018,5.920864,6.585201,5.781616,5.984278,5.984278,61589926
12/6/2018,6.009993,6.059335,4.951687,4.951687,4.951687,38404207
12/7/2018,4.921514,4.964452,4.189971,4.52865,4.52865,24895395
12/8/2018,4.532951,4.812401,4.383866,4.700418,4.700418,16534323
12/9/2018,4.714436,5.054436,4.619206,4.859104,4.859104,17862646
12/10/2018,4.852922,4.995683,4.593338,4.712263,4.712263,13851408
12/11/2018,4.705228,4.969432,4.587969,4.940698,4.940698,19625570
12/12/2018,4.935228,5.182591,4.825037,5.023137,5.023137,17783397
12/13/2018,5.026953,5.027466,4.590775,4.650704,4.650704,14503435
12/14/2018,4.653218,4.750972,4.462606,4.533357,4.533357,13544913
12/15/2018,4.53458,4.63501,4.483253,4.563012,4.563012,12572161
12/16/2018,4.570186,4.725925,4.540937,4.645258,4.645258,14565932
12/17/2018,4.650204,5.161648,4.636384,5.110017,5.110017,17799305
12/18/2018,5.113013,5.60027,4.984433,5.60027,5.60027,26195539
12/19/2018,5.605103,5.890684,5.400921,5.491901,5.491901,25173916
12/20/2018,5.466514,5.921811,5.373549,5.792257,5.792257,27976597
12/21/2018,5.790804,5.871939,5.446552,5.567144,5.567144,24440098
12/22/2018,5.562588,5.953294,5.504866,5.930578,5.930578,28188479
12/23/2018,5.931412,6.20848,5.899952,6.059008,6.059008,29722800
12/24/2018,6.063885,6.575179,6.060145,6.144924,6.144924,30471526
12/25/2018,6.192375,6.192375,5.457997,5.547575,5.547575,19913983
12/26/2018,5.552672,5.768162,5.526579,5.713105,5.713105,19526927
12/27/2018,5.717212,5.750797,5.246651,5.27545,5.27545,16073455
12/28/2018,5.289188,6.020247,5.245348,6.011828,6.011828,23929897
12/29/2018,6.02794,6.09564,5.83234,5.83234,5.83234,20325768
12/30/2018,5.842567,6.013542,5.773901,5.995711,5.995711,21109984
12/31/2018,6.000591,6.329239,5.974399,6.164732,6.164732,38216014
1/1/2019,6.191432,6.191929,5.885122,6.075273,6.075273,23891162
1/2/2019,6.091465,6.207873,5.949006,6.188613,6.188613,30308610
1/3/2019,6.171907,6.175116,5.901559,5.903535,5.903535,22821639
1/4/2019,5.895052,6.065898,5.863714,6.065138,6.065138,29311136
1/5/2019,6.055661,6.204376,6.034071,6.065543,6.065543,30340637
1/6/2019,6.068153,6.502734,6.03409,6.395979,6.395979,41574183
1/7/2019,6.429357,6.429487,6.231934,6.291411,6.291411,37914513
1/8/2019,6.295865,6.911029,6.235755,6.640054,6.640054,65660517
1/9/2019,6.659679,6.965078,6.473888,6.64155,6.64155,74676974
1/10/2019,6.610938,6.683948,5.800487,5.915919,5.915919,75844882
1/11/2019,5.965033,6.237288,5.8426,6.075342,6.075342,50239804
1/12/2019,6.086733,6.087327,5.929253,5.976965,5.976965,32654874
1/13/2019,5.974922,6.000758,5.493421,5.568757,5.568757,26590183
1/14/2019,5.577669,6.159282,5.574418,6.159282,6.159282,43109288
1/15/2019,6.163676,6.163676,5.817486,5.919048,5.919048,25427436
1/16/2019,5.916178,6.249328,5.900547,6.186014,6.186014,35059223
1/17/2019,6.171835,6.417832,6.081833,6.417832,6.417832,36306127
1/18/2019,6.405715,6.6878,6.33664,6.56304,6.56304,43105423
1/19/2019,6.570098,6.728054,6.356164,6.635449,6.635449,46981638
1/20/2019,6.646824,6.730163,6.375931,6.493869,6.493869,49479090
1/21/2019,6.505216,6.57924,6.42212,6.553025,6.553025,36321046
1/22/2019,6.543233,6.568098,6.384761,6.523199,6.523199,31986617
1/23/2019,6.530526,6.573999,6.436419,6.541402,6.541402,33083575
1/24/2019,6.534355,6.541763,6.465994,6.505792,6.505792,26614401
1/25/2019,6.514755,6.799007,6.505509,6.737325,6.737325,43731936
1/26/2019,6.750314,7.039641,6.690683,7.006565,7.006565,48498979
1/27/2019,7.00306,7.24677,6.860904,7.088199,7.088199,52872347
1/28/2019,7.091497,7.189432,6.106819,6.206182,6.206182,82427200
1/29/2019,6.220346,6.314663,6.059685,6.18167,6.18167,49291811
1/30/2019,6.174735,6.219441,6.056818,6.174529,6.174529,41310644
1/31/2019,6.173159,6.333213,6.028731,6.268436,6.268436,52240451
2/1/2019,6.264142,6.648027,6.172295,6.562617,6.562617,56050947
2/2/2019,6.554346,6.891695,6.525021,6.891695,6.891695,56627089
2/3/2019,6.885941,6.920657,6.621789,6.738165,6.738165,59942158
2/4/2019,6.765826,7.173779,6.703909,7.1005,7.1005,71959989
2/5/2019,7.06062,7.914336,6.955159,7.81981,7.81981,96588397
2/6/2019,7.863149,8.466517,7.405838,8.086174,8.086174,118867601
2/7/2019,8.103447,8.428266,7.702507,7.730325,7.730325,86056681
2/8/2019,7.780721,8.828984,7.652212,8.575567,8.575567,103694036
2/9/2019,8.601719,8.931648,8.467873,8.871357,8.871357,106420119
2/10/2019,8.85616,9.337292,8.85616,9.21154,9.21154,125419865
2/11/2019,9.192381,9.824778,9.151557,9.551809,9.551809,136029624
2/12/2019,9.533523,9.748714,8.980687,9.341781,9.341781,123194872
2/13/2019,9.32823,9.32823,8.789261,8.941073,8.941073,95068052
2/14/2019,8.92962,9.067792,8.460005,8.782048,8.782048,72389547
2/15/2019,8.821605,9.508629,8.777353,9.273832,9.273832,83961438
2/16/2019,9.317526,9.337222,9.078147,9.129251,9.129251,65705040
2/17/2019,9.13431,9.219167,8.92014,9.216046,9.216046,66977126
2/18/2019,9.215029,9.744648,9.179193,9.634436,9.634436,79003060
2/19/2019,9.654717,11.109812,9.580958,10.563078,10.563078,128091178
2/20/2019,10.522627,11.323774,10.522627,10.966056,10.966056,118033473
2/21/2019,10.985795,10.985795,10.234242,10.492892,10.492892,85754656
2/22/2019,10.447696,10.989879,10.433596,10.837115,10.837115,82256314
2/23/2019,10.823094,10.865765,10.458562,10.781801,10.781801,81628102
2/24/2019,10.797889,11.085546,9.623884,10.113093,10.113093,113588899
2/25/2019,10.065574,10.29017,9.544575,9.842012,9.842012,146043498
2/26/2019,9.822497,9.874677,9.450891,9.521595,9.521595,88437694
2/27/2019,9.520861,10.115608,9.435871,9.899132,9.899132,93800328
2/28/2019,9.914662,10.549581,9.894533,10.365178,10.365178,100626963
3/1/2019,10.356931,11.607489,10.325634,11.393217,11.393217,117838677
3/2/2019,11.384693,11.915753,10.960816,11.869744,11.869744,120807894
3/3/2019,11.845305,11.964979,11.352064,11.537903,11.537903,89868246
3/4/2019,11.538013,11.599405,11.070543,11.545945,11.545945,89421231
3/5/2019,11.520388,13.841443,11.520388,13.811967,13.811967,237026335
3/6/2019,13.750288,14.555457,13.112671,14.517946,14.517946,191016822
3/7/2019,14.525312,15.645143,14.444202,15.145886,15.145886,236520320
3/8/2019,15.226148,15.322368,13.761346,14.366936,14.366936,227303083
3/9/2019,14.284603,14.948982,14.105336,14.565879,14.565879,160640089
3/10/2019,14.566903,14.602171,14.07329,14.494439,14.494439,140866074
3/11/2019,14.498401,14.967264,14.217393,14.514414,14.514414,152327295
3/12/2019,14.495936,15.507338,14.324997,15.406131,15.406131,169525508
3/13/2019,15.427578,15.44846,15.097646,15.115124,15.115124,145402739
3/14/2019,15.119261,15.231841,14.748009,15.051104,15.051104,137039682
3/15/2019,15.033138,15.298235,15.009156,15.077102,15.077102,124146334
3/16/2019,15.052109,16.160261,15.021489,16.119011,16.119011,143423670
3/17/2019,16.089241,16.097116,15.682742,15.761146,15.761146,131687083
3/18/2019,15.754995,15.94178,15.404627,15.682012,15.682012,132882167
3/19/2019,15.675785,16.010118,15.413415,15.693595,15.693595,216950178
3/20/2019,15.692178,15.723441,15.178736,15.280023,15.280023,136054765
3/21/2019,15.281807,15.454046,14.338748,14.517393,14.517393,152779939
3/22/2019,14.495111,15.318473,14.392446,15.266424,15.266424,149753510
3/23/2019,15.24981,15.54673,15.103736,15.235995,15.235995,143128548
3/24/2019,15.241132,17.377954,14.91545,17.285357,17.285357,314554203
3/25/2019,17.249006,17.416224,16.216286,16.841007,16.841007,199413830
3/26/2019,16.75865,16.827078,15.778379,16.335665,16.335665,186112032
3/27/2019,16.288694,16.95521,16.04911,16.781343,16.781343,202275822
3/28/2019,16.777079,16.912256,16.610222,16.80533,16.80533,189454288
3/29/2019,16.802631,16.895767,16.453279,16.510141,16.510141,172002338
3/30/2019,16.492199,17.243795,16.066578,16.932213,16.932213,182021376
3/31/2019,16.932213,17.56834,16.772444,17.40167,17.40167,199990283
4/1/2019,17.410639,18.058975,17.291075,17.950502,17.950502,202977286
4/2/2019,17.960625,19.921143,17.691793,19.789783,19.789783,264406306
4/3/2019,19.799784,20.071714,18.429638,18.753063,18.753063,254862222
4/4/2019,18.743467,19.545368,18.447649,19.142689,19.142689,214630296
4/5/2019,19.139215,19.530912,18.941456,19.453466,19.453466,181774781
4/6/2019,19.460411,19.474812,18.892471,19.115629,19.115629,155317547
4/7/2019,19.10643,19.269764,18.908728,19.110271,19.110271,149525473
4/8/2019,19.079069,19.090576,18.07328,18.113703,18.113703,178255322
4/9/2019,18.113703,18.644468,17.320002,18.435053,18.435053,203380139
4/10/2019,18.425514,18.687946,18.117266,18.248579,18.248579,180291307
4/11/2019,18.278069,18.286966,16.589216,17.70048,17.70048,159364357
4/12/2019,17.68915,18.633879,16.809151,18.434271,18.434271,171773154
4/13/2019,18.436537,18.719797,18.150991,18.719797,18.719797,167393154
4/14/2019,18.713379,20.007793,18.532438,19.49202,19.49202,189084742
4/15/2019,19.49202,19.895941,18.888897,19.402426,19.402426,176699111
4/16/2019,19.387169,19.855835,18.793818,19.827456,19.827456,174830782
4/17/2019,19.825439,19.889503,19.425251,19.60335,19.60335,186563033
4/18/2019,19.588575,22.075722,19.536499,22.038479,22.038479,376729341
4/19/2019,22.026449,24.801462,21.31613,24.475281,24.475281,397681147
4/20/2019,24.517479,25.533409,23.959887,25.007528,25.007528,311312466
4/21/2019,24.991802,24.991802,22.78933,24.193829,24.193829,281288778
4/22/2019,24.186974,24.701054,23.398413,23.90811,23.90811,254544860
4/23/2019,23.909674,24.745443,22.689814,22.876261,22.876261,264898474
4/24/2019,22.848101,23.165354,21.407845,23.129068,23.129068,259839247
4/25/2019,23.102085,23.530529,21.540197,22.243107,22.243107,244068802
4/26/2019,22.285395,23.463964,21.64414,22.869429,22.869429,253113255
4/27/2019,22.867357,22.951124,22.258814,22.341587,22.341587,205615716
4/28/2019,22.352484,23.035332,22.301577,22.89934,22.89934,222693167
4/29/2019,22.904093,22.93445,21.319277,21.705067,21.705067,201243334
4/30/2019,21.702774,22.349962,21.428402,22.127836,22.127836,190326179
5/1/2019,22.13475,22.216763,21.636343,21.953621,21.953621,180070221
5/2/2019,21.954395,23.963108,21.834435,23.59193,23.59193,228233321
5/3/2019,23.582506,23.93055,23.130514,23.749628,23.749628,218859579
5/4/2019,23.749628,23.766676,22.54578,22.884832,22.884832,193177736
5/5/2019,22.893597,23.09173,22.643623,23.019953,23.019953,171107466
5/6/2019,23.017311,23.017311,21.619482,22.206635,22.206635,175856220
5/7/2019,22.185858,22.471712,20.661934,20.86418,20.86418,171922295
5/8/2019,20.779163,21.351166,19.797798,20.752676,20.752676,247852849
5/9/2019,20.752676,20.893394,18.660295,18.828356,18.828356,204395709
5/10/2019,18.79928,20.010855,18.467089,19.598108,19.598108,209097573
5/11/2019,19.598108,21.935244,19.084505,21.049442,21.049442,298063616
5/12/2019,21.079224,21.465311,20.330961,20.830297,20.830297,239206084
5/13/2019,20.830297,24.525524,20.752537,23.811028,23.811028,404049210
5/14/2019,23.885628,24.484398,22.935579,23.626419,23.626419,328207185
5/15/2019,23.646799,27.14053,23.607109,26.894939,26.894939,357899657
5/16/2019,26.788618,27.648455,25.449808,26.325806,26.325806,368906500
5/17/2019,26.318087,26.605473,23.489433,25.682571,25.682571,398169924
5/18/2019,25.682571,28.41995,25.277443,28.396793,28.396793,470683583
5/19/2019,28.371433,29.917761,27.15608,29.412844,29.412844,494423260
5/20/2019,29.399864,29.433695,28.040089,29.305387,29.305387,457260435
5/21/2019,29.30958,32.428185,28.351641,32.007378,32.007378,742382920
5/22/2019,32.028797,32.217621,30.978563,31.422043,31.422043,534057314
5/23/2019,31.364128,32.202095,30.44655,31.515736,31.515736,536619660
5/24/2019,31.533712,34.348232,31.287281,33.841393,33.841393,648459287
5/25/2019,33.841393,35.326099,33.558582,35.053101,35.053101,637380073
5/26/2019,35.046131,35.082748,33.227749,34.104851,34.104851,611208604
5/27/2019,34.059341,35.292072,33.27457,33.680679,33.680679,598117911
5/28/2019,33.71299,34.639824,32.891926,33.360947,33.360947,516116377
5/29/2019,33.346935,33.882469,31.908852,33.744354,33.744354,564894524
5/30/2019,33.780003,35.504501,31.484688,32.291065,32.291065,517229671
5/31/2019,32.291065,32.752518,31.383709,32.748165,32.748165,503989734
6/1/2019,32.747639,33.761368,32.53577,33.013649,33.013649,572703757
6/2/2019,33.013649,33.763313,32.626389,33.174049,33.174049,461362658
6/3/2019,33.187714,33.197384,31.196793,31.391956,31.391956,417996141
6/4/2019,31.376373,31.418369,29.183624,29.380625,29.380625,421064886
6/5/2019,29.415113,31.184685,29.259869,31.006264,31.006264,464095694
6/6/2019,30.992432,32.120739,30.220802,31.480104,31.480104,416584078
6/7/2019,31.472219,32.184448,31.336231,31.587482,31.587482,342881981
6/8/2019,31.606207,32.286797,31.431738,32.066322,32.066322,428041268
6/9/2019,32.063076,32.149796,30.492479,30.558287,30.558287,336574887
6/10/2019,30.546289,32.131367,30.18664,32.064728,32.064728,459590416
6/11/2019,32.072163,32.323784,31.395395,32.262657,32.262657,393897651
6/12/2019,32.289455,34.765511,32.186485,34.686386,34.686386,547786335
6/13/2019,34.601311,35.999355,34.349529,35.143143,35.143143,512885462
6/14/2019,35.130955,35.267231,30.942671,33.076382,33.076382,737850145
6/15/2019,33.059006,33.962418,32.367481,32.825863,32.825863,489033316
6/16/2019,32.825863,33.375111,32.11668,32.402725,32.402725,389404410
6/17/2019,32.389389,34.197742,32.381485,33.917877,33.917877,439337220
6/18/2019,33.927719,35.106651,33.878078,34.339508,34.339508,484975596
6/19/2019,34.362247,35.676552,34.362247,35.287197,35.287197,509791358
6/20/2019,35.303825,36.985744,34.512856,36.726063,36.726063,636578809
6/21/2019,36.693123,38.894684,36.335102,38.815918,38.815918,438604247
6/22/2019,38.812336,39.566536,37.544617,37.799755,37.799755,428828573
6/23/2019,37.832153,38.338207,37.028694,37.134727,37.134727,369969675
6/24/2019,37.134727,37.628246,35.944275,37.43364,37.43364,329001838
6/25/2019,37.393047,37.393047,35.768604,36.008289,36.008289,293163090
6/26/2019,36.008289,37.732262,34.347664,35.698311,35.698311,444226052
6/27/2019,35.726513,35.827217,32.763252,33.823589,33.823589,375392572
6/28/2019,33.865391,34.774651,33.375317,34.54974,34.54974,337534352
6/29/2019,34.586788,35.528324,33.284142,35.360107,35.360107,369705514
6/30/2019,35.398891,35.398891,32.442482,32.442482,32.442482,286632252
7/1/2019,32.442482,33.934074,31.689184,32.922298,32.922298,290190904
7/2/2019,32.924438,33.4608,30.877823,32.009235,32.009235,348029977
7/3/2019,32.034126,33.087204,31.798889,32.6675,32.6675,248895676
7/4/2019,32.691105,34.313126,32.3759,32.893326,32.893326,348186707
7/5/2019,32.999283,33.640659,32.445293,32.713165,32.713165,232575484
7/6/2019,32.711334,33.319241,32.479439,32.530941,32.530941,187247411
7/7/2019,32.521633,33.492958,32.450661,33.241062,33.241062,198859381
7/8/2019,33.2635,34.250313,33.09766,33.469681,33.469681,257698795
7/9/2019,33.471279,33.951302,32.533199,32.707649,32.707649,210904382
7/10/2019,32.703178,32.974998,30.956919,31.477377,31.477377,270511687
7/11/2019,31.503983,31.799553,28.913054,29.641972,29.641972,251161946
7/12/2019,29.653322,32.213291,29.340874,31.69433,31.69433,417842730
7/13/2019,31.710497,32.393665,30.508289,31.506933,31.506933,273938894
7/14/2019,31.546743,31.648867,28.8517,28.924282,28.924282,299523499
7/15/2019,28.931217,29.007208,27.248016,28.393448,28.393448,384045964
7/16/2019,28.377279,29.296755,25.49795,25.525009,25.525009,439515318
7/17/2019,25.51922,27.948088,24.903645,27.219601,27.219601,572389805
7/18/2019,27.257734,29.159201,26.937096,28.922812,28.922812,711895799
7/19/2019,28.922812,29.779114,28.424982,29.078394,29.078394,483963124
7/20/2019,29.085665,31.185453,29.065611,30.872244,30.872244,367891866
7/21/2019,30.923164,31.312019,29.640697,30.519543,30.519543,285097790
7/22/2019,30.537548,32.105835,29.811928,30.634586,30.634586,416965642
7/23/2019,30.642389,30.762943,29.25984,29.585196,29.585196,324109274
7/24/2019,29.575377,29.632328,28.211214,29.163717,29.163717,265315497
7/25/2019,29.130066,29.547565,28.697226,29.002432,29.002432,248126220
7/26/2019,28.993568,29.153437,28.5441,28.979189,28.979189,231263489
7/27/2019,28.979189,29.35854,27.57947,27.885626,27.885626,191655093
7/28/2019,27.89959,27.930962,26.969505,27.835171,27.835171,163990878
7/29/2019,27.812122,27.875608,27.03717,27.203272,27.203272,146207597
7/30/2019,27.224409,27.231943,26.592562,26.942305,26.942305,148410035
7/31/2019,26.96241,27.758245,26.93767,27.644558,27.644558,202950576
8/1/2019,27.622198,28.824184,27.574347,28.773273,28.773273,287326494
8/2/2019,28.781208,28.781208,27.817263,28.038483,28.038483,197026849
8/3/2019,28.084473,28.425188,27.740437,27.88986,27.88986,153702445
8/4/2019,27.88274,28.072529,27.359789,27.556162,27.556162,136844756
8/5/2019,27.542446,28.334511,27.49544,28.011879,28.011879,183750146
8/6/2019,28.042664,28.42919,27.349714,27.638088,27.638088,192614971
8/7/2019,27.639204,29.605841,27.439505,29.354368,29.354368,314659493
8/8/2019,29.368263,31.301611,29.034807,30.832846,30.832846,404379079
8/9/2019,30.86742,31.178043,29.9126,29.961473,29.961473,222912268
8/10/2019,29.943947,30.048101,29.166979,29.681858,29.681858,248736115
8/11/2019,29.683729,30.294462,29.511614,30.057255,30.057255,263951565
8/12/2019,30.082451,30.476917,29.847008,30.166882,30.166882,278357603
8/13/2019,30.168036,30.356314,29.273386,29.466278,29.466278,241841209
8/14/2019,29.461535,29.471531,27.100716,27.105581,27.105581,227534067
8/15/2019,27.096399,28.175163,26.697918,28.043447,28.043447,248072109
8/16/2019,28.058994,28.082714,26.897261,27.644571,27.644571,203654965
8/17/2019,27.652128,27.939247,27.137726,27.480522,27.480522,196083314
8/18/2019,27.494616,28.100086,27.180698,27.932446,27.932446,229491438
8/19/2019,27.945265,29.056501,27.818151,28.809004,28.809004,259250527
8/20/2019,28.814861,28.814861,28.057156,28.16749,28.16749,209875661
8/21/2019,28.166189,28.166189,26.593287,26.993715,26.993715,198468093
8/22/2019,26.993715,27.445282,26.429415,27.089191,27.089191,193368566
8/23/2019,27.089191,27.39028,26.852848,27.17053,27.17053,195437616
8/24/2019,27.16345,27.16345,26.234667,26.495663,26.495663,164452279
8/25/2019,26.486662,26.531397,25.874632,26.131847,26.131847,165296408
8/26/2019,26.141945,27.075457,25.858334,26.10833,26.10833,277691463
8/27/2019,26.123911,26.146265,25.095142,25.688978,25.688978,196715449
8/28/2019,25.69751,26.017611,23.688963,23.702868,23.702868,206092745
8/29/2019,23.687647,23.687647,21.823618,21.889606,21.889606,200824073
8/30/2019,21.889606,22.620028,21.642433,22.218857,22.218857,196253457
8/31/2019,22.211996,22.440653,21.190308,21.265915,21.265915,167589166
9/1/2019,21.258728,21.783531,21.171324,21.56867,21.56867,173772205
9/2/2019,21.56867,22.885141,21.20372,22.767134,22.767134,237417710
9/3/2019,22.760757,22.929132,22.365454,22.51454,22.51454,181166381
9/4/2019,22.527363,22.672157,21.672556,21.796309,21.796309,148909991
9/5/2019,21.815975,23.535213,21.573095,22.761099,22.761099,259054353
9/6/2019,22.761099,23.422079,21.819485,22.153149,22.153149,240129733
9/7/2019,22.144773,22.670441,22.073927,22.548977,22.548977,203280778
9/8/2019,22.569153,22.825674,22.377657,22.561689,22.561689,175027324
9/9/2019,22.569023,22.650728,21.980152,22.28739,22.28739,155543678
9/10/2019,22.285955,22.412298,21.631626,21.911144,21.911144,139754246
9/11/2019,21.913788,22.039095,20.765682,20.899321,20.899321,147044919
9/12/2019,20.892231,21.034546,19.961847,20.922277,20.922277,202313591
9/13/2019,20.934685,21.31023,20.640512,20.887466,20.887466,171327680
9/14/2019,20.897963,21.200245,20.883282,21.071585,21.071585,163028906
9/15/2019,21.07321,21.133564,20.59894,20.59894,20.59894,151856190
9/16/2019,20.599483,20.972734,20.204674,20.398512,20.398512,143466438
9/17/2019,20.403664,21.357431,20.276211,21.005367,21.005367,209209108
9/18/2019,21.006315,22.901838,21.005375,22.255444,22.255444,369440814
9/19/2019,22.242105,22.488718,20.633652,21.614601,21.614601,249524458
9/20/2019,21.632219,21.639814,21.094284,21.371471,21.371471,198988737
9/21/2019,21.380461,21.54067,20.990204,21.08218,21.08218,175114438
9/22/2019,21.092932,21.094391,20.255091,20.525558,20.525558,153747684
9/23/2019,20.526655,20.526655,19.473898,19.485477,19.485477,146934616
9/24/2019,19.477552,19.627262,15.983081,16.06769,16.06769,229488109
9/25/2019,16.059175,16.597141,15.204413,16.258373,16.258373,179697117
9/26/2019,16.258678,16.587088,14.841279,15.459808,15.459808,157594803
9/27/2019,15.457432,15.824426,14.932237,15.790263,15.790263,139548410
9/28/2019,15.791577,15.955493,15.563171,15.851419,15.851419,123900187
9/29/2019,15.854201,15.9189,15.142386,15.3051,15.3051,109712932
9/30/2019,15.312654,15.873624,14.866081,15.862675,15.862675,124329060
10/1/2019,15.882751,16.293995,15.782406,15.903211,15.903211,125165661
10/2/2019,15.909658,15.971188,15.67164,15.950048,15.950048,106103588
10/3/2019,15.946712,16.00584,15.431717,15.72676,15.72676,117720712
10/4/2019,15.724738,15.904014,15.500567,15.755114,15.755114,121510968
10/5/2019,15.74993,15.80357,15.469995,15.72358,15.72358,123665932
10/6/2019,15.722038,15.750016,15.262351,15.34898,15.34898,116659103
10/7/2019,15.339182,16.193829,15.191024,16.134346,16.134346,147393768
10/8/2019,16.139175,16.346056,15.88909,16.108192,16.108192,135346905
10/9/2019,16.110806,17.965736,16.009398,17.80658,17.80658,295619363
10/10/2019,17.804054,17.945953,17.125574,17.571154,17.571154,236960467
10/11/2019,17.569082,17.626045,16.709532,16.709532,16.709532,194750430
10/12/2019,16.714169,17.512115,16.690691,17.277906,17.277906,228500831
10/13/2019,17.256668,18.764862,17.18005,18.308025,18.308025,275090600
10/14/2019,18.308025,18.621948,17.953085,18.459478,18.459478,246674814
10/15/2019,18.425875,19.149546,18.201193,18.544653,18.544653,325479444
10/16/2019,18.516953,18.602861,17.523808,17.84005,17.84005,229668087
10/17/2019,17.840694,18.764177,17.706579,18.570269,18.570269,250474298
10/18/2019,18.575981,18.749443,17.812212,18.254192,18.254192,208244557
10/19/2019,18.253242,18.514,17.972124,18.288546,18.288546,211728668
10/20/2019,18.294844,18.568338,17.882141,18.437923,18.437923,225458859
10/21/2019,18.4629,18.514597,18.057167,18.30555,18.30555,188130463
10/22/2019,18.297865,18.801294,18.172075,18.195602,18.195602,234929207
10/23/2019,18.198627,18.300701,16.424189,16.711174,16.711174,201092098
10/24/2019,16.712074,17.163677,16.490038,16.891573,16.891573,200253301
10/25/2019,17.072279,18.908854,16.479548,18.616058,18.616058,344418868
10/26/2019,18.629129,19.7822,18.181387,18.889704,18.889704,292124012
10/27/2019,18.889336,19.586168,18.573759,19.345646,19.345646,292948855
10/28/2019,19.338453,20.903744,19.311893,19.75832,19.75832,337867337
10/29/2019,19.813639,20.917786,19.700254,20.477106,20.477106,317609149
10/30/2019,20.493002,20.582466,19.229925,20.08695,20.08695,250293832
10/31/2019,20.099312,20.39628,19.53607,20.000233,20.000233,250225840
11/1/2019,19.994114,20.062315,19.779503,20.021502,20.021502,198377285
11/2/2019,20.019491,20.398685,19.860493,20.266994,20.266994,273890078
11/3/2019,20.269741,20.432634,19.88883,20.206045,20.206045,257571666
11/4/2019,20.226446,20.915594,20.18413,20.737982,20.737982,296502530
11/5/2019,20.741459,20.922068,20.447971,20.724674,20.724674,263685442
11/6/2019,20.716938,20.915331,20.28019,20.817923,20.817923,241489968
11/7/2019,20.814981,20.95944,20.247614,20.646936,20.646936,222003636
11/8/2019,20.693029,20.693029,19.474821,19.690773,19.690773,184596047
11/9/2019,19.678764,19.984583,19.60043,19.735447,19.735447,176812608
11/10/2019,19.732647,20.631216,19.727482,20.481758,20.481758,239714468
11/11/2019,20.479851,20.644917,19.915712,20.133141,20.133141,209454454
11/12/2019,20.140926,20.862392,20.094767,20.857447,20.857447,227650068
11/13/2019,20.868423,21.635714,20.706499,21.250431,21.250431,252296146
11/14/2019,21.281357,21.512638,20.973976,21.2647,21.2647,237992230
11/15/2019,21.24172,21.294973,20.177896,20.316225,20.316225,225530775
11/16/2019,20.317408,20.634136,20.092073,20.282654,20.282654,211016746
11/17/2019,20.276932,20.620121,20.030483,20.260794,20.260794,224982344
11/18/2019,20.343597,20.432167,18.936802,19.31687,19.31687,224380017
11/19/2019,19.311863,19.633316,18.37516,18.703299,18.703299,206923366
11/20/2019,18.707344,18.927099,17.851746,18.172274,18.172274,210091849
11/21/2019,18.162695,18.187632,16.620432,16.840218,16.840218,228429806
11/22/2019,16.840914,17.27018,14.68926,15.581703,15.581703,341456274
11/23/2019,15.581233,16.466188,15.151496,16.4195,16.4195,255961052
11/24/2019,16.398693,16.49132,15.278765,15.278765,15.278765,232363837
11/25/2019,15.285519,15.735272,14.195353,15.267364,15.267364,242510343
11/26/2019,15.272529,15.861213,15.225184,15.527255,15.527255,205893351
11/27/2019,15.49125,16.195232,14.94318,16.098288,16.098288,255021618
11/28/2019,16.095964,16.22864,15.64867,15.683207,15.683207,194516396
11/29/2019,15.678064,16.340714,15.645951,16.273304,16.273304,250074235
11/30/2019,16.263498,16.370699,15.539147,15.715951,15.715951,213428131
12/1/2019,15.743181,15.743181,15.054234,15.496336,15.496336,203268417
12/2/2019,15.509364,15.707174,15.152545,15.191858,15.191858,200809249
12/3/2019,15.191858,15.553175,15.048669,15.309556,15.309556,219927266
12/4/2019,15.34843,15.690587,15.009685,15.279978,15.279978,237605471
12/5/2019,15.260217,16.07777,14.949402,15.762839,15.762839,255410908
12/6/2019,15.767198,15.856934,15.454587,15.711299,15.711299,236694082
12/7/2019,15.70438,15.848582,15.632491,15.667086,15.667086,242693199
12/8/2019,15.662826,15.85143,15.509327,15.674523,15.674523,223721643
12/9/2019,15.66612,15.852706,15.350243,15.448539,15.448539,209955476
12/10/2019,15.438838,15.470151,14.780955,14.95887,14.95887,192615787
12/11/2019,14.947534,15.121334,14.710326,14.824551,14.824551,170909631
12/12/2019,14.819622,14.895612,14.557363,14.818167,14.818167,165964330
12/13/2019,14.817257,14.995106,14.740262,14.878744,14.878744,177476227
12/14/2019,14.883237,15.01233,14.371337,14.505015,14.505015,173092733
12/15/2019,14.512482,14.569659,14.188992,14.490446,14.490446,167670329
12/16/2019,14.488743,14.525597,13.458653,13.558786,13.558786,178952097
12/17/2019,13.555481,13.577941,12.183731,12.386941,12.386941,186995962
12/18/2019,12.381698,13.606532,12.286786,13.53526,13.53526,234697405
12/19/2019,13.568222,13.784852,12.966154,13.445779,13.445779,174965245
12/20/2019,13.459491,13.593329,13.231406,13.570779,13.570779,203861105
12/21/2019,13.568091,13.583239,13.329004,13.380659,13.380659,192827533
12/22/2019,13.390246,13.851878,13.368338,13.835881,13.835881,204111890
12/23/2019,13.810485,13.999125,13.305709,13.369034,13.369034,159105887
12/24/2019,13.381392,13.7683,13.326156,13.444571,13.444571,177372409
12/25/2019,13.459056,13.476138,13.065144,13.174839,13.174839,152718120
12/26/2019,13.176804,13.523954,13.156742,13.208636,13.208636,157660620
